group	distance_to_centroid.PCoA1	distance_to_centroid.PCoA2	distance_to_centroid.PCoA3	distance_to_centroid.PCoA4	distance_to_centroid.PCoA5	distance_to_centroid.PCoA6	distance_to_centroid.PCoA7	distance_to_centroid.PCoA8	distance_to_centroid.PCoA9	distance_to_centroid.PCoA10	distance_to_centroid.PCoA11	distance_to_centroid.PCoA12	distance_to_centroid.PCoA13	distance_to_centroid.PCoA14	distance_to_centroid.PCoA15	distance_to_centroid.PCoA16	distance_to_centroid.PCoA17	distance_to_centroid.PCoA18	distance_to_centroid.PCoA19	distance_to_centroid.PCoA20	distance_to_centroid.PCoA21	distance_to_centroid.PCoA22	distance_to_centroid.PCoA23	distance_to_centroid.PCoA24	distance_to_centroid.PCoA25	distance_to_centroid.PCoA26	distance_to_centroid.PCoA27	DNA_isolation_method.x	host	platform	Vregion	workflow	method	db	DNA_isolation_method.y	sample_nr	sample_name	bamfile	project	mapq.filt	library
minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I1_bc01_pass	-0.342925047921764	0.0637000558448001	-0.140029977491947	-0.00262534142244027	0.00328759697676311	0.00829612330938707	0.0916893054700067	-0.011069219733269	0.0274199387749825	0.0230138421974473	0.0199764601919837	-0.0266678988138584	-0.00602811400938609	-0.00264662831446941	-0.00909331141306743	0.0192346231499307	0.0318253274439432	0.00501760317828323	0.00269202167043397	-0.00182325174991438	0.00162967325899075	-0.00145285082144375	0.0034883353579684	-0.0105037115723926	0.00423091258349638	-0.00513556316534516	-0.00923243158145649	I	Toti	ONT	WGS	minitax	BestAln	all_NCBI_genomes	I	1	ONT_WGS_I1				WGS_ONT
minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I2_bc02_pass	-0.347882664294666	0.0888308184380588	-0.140063902975846	0.00287989409150432	-0.00670568951720749	-0.0162265936982649	0.0911845061060413	0.0558773109886261	-0.0200527243038809	-0.039230171237156	-0.0121636127200351	0.0164812469807117	-0.00746960782641329	-0.022987649715516	-0.037465290041967	-0.00634427709568706	-0.00374344189878211	0.00436999327055026	0.00167318246881677	0.00389495499893477	-0.00155271407208452	-0.00629038655174704	0.00150526776999942	0.00495754233327271	0.000764845563310112	0.00950524608944117	0.00343697300870715	I	Toti	ONT	WGS	minitax	BestAln	all_NCBI_genomes	I	2	ONT_WGS_I2				WGS_ONT
minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I3_bc03_pass	-0.351318496527256	0.0845877963362274	-0.141934757340819	0.0102251096253746	0.00555560507240132	-0.0192698075461145	0.0946206734441514	0.040603066357211	-0.00436082040329343	-0.0210095304591982	0.0143173530316278	0.00272466010139619	-0.0122390752059686	-0.0041407138991761	0.0489205952569174	0.010176187571034	-0.0105848386897418	-0.013369833760973	-0.00139698553001918	-0.00217826835411459	0.000214509400798428	-0.00205057193635219	0.00395697351844758	0.000171989406797745	-0.00439685892717481	0.0110049659488798	0.00206823039394576	I	Toti	ONT	WGS	minitax	BestAln	all_NCBI_genomes	I	3	ONT_WGS_I3				WGS_ONT
minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_invitrogen_I4_bc04_pass	-0.337159758214478	0.0667792954006644	-0.164459052482084	-0.0131257545185165	-0.00387536732284258	0.00817223053811224	0.0929547999095151	0.0215600275173537	0.0294490187076319	0.023737071110002	-0.000911578579642408	0.012429949923268	0.0347801492801266	0.0351723552810107	-0.00408708055031651	-0.0186745561605727	-0.00975402306645137	0.00600800817027565	-0.00335138103846151	0.000417583459124302	0.000852799446852991	0.00983032846426203	-0.00327294019606001	0.000351085766747532	0.00364044833103497	-0.0103729462205774	0.0119075000569385	I	Toti	ONT	WGS	minitax	BestAln	all_NCBI_genomes	I	4	ONT_WGS_I4				WGS_ONT
minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_zymo_Z3_bc05_pass	-0.402507762568374	0.135723843247676	-0.0313997581592664	0.0867658217728657	0.0605695948982349	0.165663966849135	-0.0428272816975009	0.00885591711468089	-0.0150659095603804	0.0050333677442673	-0.00319334448293764	0.00302773809692985	0.0312314835587128	0.00092398889090629	-0.0235803526208104	-0.00637381523924911	-0.00752644314854928	-0.00159610355136348	-0.0218750433393501	0.00272870607025649	0.00264382847505331	-0.00493920485669178	0.0216024686106796	-0.0110971460386682	0.0257201173206843			Z	Toti	ONT	WGS	minitax	BestAln	all_NCBI_genomes	Z	3	ONT_WGS_Z3				WGS_ONT
minitax_all_NCBI_genomes_BestAln_toti_minion_WGS_20230802_zymo_Z4_bc06_pass	-0.391998555262354	0.150956429738653	-0.0260373109027886	0.0713602583500037	0.00421107866452687	0.159229787072228	0.0198407667164782	0.0601393759039863	0.0234261739215653	-0.070314462076026	-0.0568960727943607	-0.00485845502664285	-0.00720733007010901	0.00455554277301753	0.00935647726918482	0.00201318668144678	0.00630553413167076	-0.00128383426953471	0.0201052315547515	-0.00660078489487349	-0.00714634877478887	0.00750603103235799	0.0270751460691617	0.028882566691966	0.0166369235888754			Z	Toti	ONT	WGS	minitax	BestAln	all_NCBI_genomes	Z	4	ONT_WGS_Z4				WGS_ONT
Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	0.15115782744316	-0.36073207891661	-0.108551263074202	-0.190620441229231	0.0103104468684606	0.029369228720219	-0.025679440596692	-0.0059531944091494	0.00494049170713449	-0.0314009540639193	0.00529282245656957	-0.0311115319103115	0.0259303946942649	0.0295408548877519	-0.0135338621629097	0.0110603368429692	-0.0112158486317751	-0.0109824912778348	0.00471514218725952	-0.00276504915526201	-0.00111937590135102	-0.00922501355146467	-0.000902287740161166	-0.00317028078731101	0.00233797187148113	0.0055750712366033	-0.0023764417071531	I	Toti	Illumina	V1_V2	minitax	BestAln	all_NCBI_genomes	I	1	I1				V1_V2_Illumina
Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	0.16690565678299	-0.343493258767813	-0.130446623956558	-0.221999762992854	-0.0283102706504119	0.00998736140293694	0.0081748987055942	0.00992298441032741	-0.00701181630715372	0.0711618527672555	-0.0100275884545867	0.0187280445296817	-0.0195961452432638	-0.00753124095072166	0.000885660610520319	-0.0191174190906306	0.000317664146501338	-0.00562710947825436	5.99462408291757e-05	-0.00283944276809869	-0.00112346305131875	-0.00884501456729939	0.00401567460029662	0.00230999360367861	-0.00254371351005739	0.00349420246190716	0.00143657829281746	I	Toti	Illumina	V1_V2	minitax	BestAln	all_NCBI_genomes	I	2	I2				V1_V2_Illumina
Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	0.149720055959371	-0.354376627844255	-0.111639084657472	-0.197133458716552	0.0131653697755843	0.0138397599167936	-0.0289862587896303	-0.00694948912011955	-0.0170490775979996	-0.0501063718080485	0.0116503647758641	0.00270635951642516	-0.0317827870938947	0.00815974528159721	0.0108259335053827	-0.0229551550859498	0.012398548047296	0.0129436986090426	-0.00168821681878957	0.000319912277598459	0.00232584810075765	0.00660828126264366	-0.00388535083558446	-0.0064756087834236	0.00753053077479681	-0.00347482902319126	0.00332249641674619	I	Toti	Illumina	V1_V2	minitax	BestAln	all_NCBI_genomes	I	3	I3				V1_V2_Illumina
Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	0.177430129052498	-0.351313411889605	-0.11042539134233	-0.218000765845989	-0.0280115617270007	0.0221978290821172	-0.0130292467039372	-0.00311311514805765	0.0152677641564123	0.00453621375045056	-0.00878036293414302	0.00915826924806493	0.022529567080998	-0.0326897655413579	0.00390724610265152	0.0310326711469645	-0.00362542863169732	0.00421231324348946	-0.00241392519083335	0.00512782714424483	-0.000125889425985845	0.0101445125934089	-3.56252207492349e-05	0.00531991402599524	-0.00743993290490802	-0.00332217866661163	-0.00237129624521218	I	Toti	Illumina	V1_V2	minitax	BestAln	all_NCBI_genomes	I	4	I4				V1_V2_Illumina
