dummy	family	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V2_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V1_V3_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_V3_V4_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_I_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Q_4	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_Illumina_WGS_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_ONT_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_I_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_MN_4	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_1	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_2	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_3	Toti_PacBio_V1_V9_minitax_BestAln_all_NCBI_genomes_Z_4
TRUE	Aquaspirillaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	11	11	4	1	1	1	0	1	0	0	1	0	0	0	0	2	0	1	0	19	32	16	12	42	18	17	15	25	13	20	17	35	30	20	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Aquificaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	2	12	6	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	1	4	2	2	0	1	4	6	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Archaeoglobaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Archangiaceae	1	0	0	0	0	0	0	0	0	0	1	0	1	0	2	0	2	2	0	0	0	7	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	54	125	62	45	157	58	88	67	4	3	6	5	81	59	51	49	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Arcobacteraceae	0	0	0	0	1	1	0	0	1	3	3	1	15	0	2	0	14	9	0	8	14	15	6	4	0	1	1	1	1	0	1	0	1	0	1	3	0	0	1	111	237	157	123	132	100	87	87	205	152	184	133	80	63	60	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Ardenticatenaceae	2	0	2	0	9	1	5	0	3	4	6	1	145	9	332	2	430	82	0	561	45	67	133	7	5	240	1	0	0	0	0	0	0	0	0	0	0	0	0	2	5	3	2	5	0	1	3	0	0	0	0	4	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Aspergillaceae	1	3	2	3	1	6	6	7	6	3	3	2	11	1	42	2	14	8	0	100	40	33	3	32	16	17	1	9	2	6	5	9	5	3	6	7	7	4	18	859	1871	1134	882	1294	1035	690	634	1967	1391	2135	3626	605	580	540	432	10	2	16	14	0	18	12	6	2	0	47	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Atopobiaceae	325	115	272	116	465	133	310	205	252	140	322	238	446	19	623	2	1093	414	0	1130	72	209	125	210	105	272	6	1	2	1	0	0	0	2	1	1	2	2	0	4483	9677	7031	4183	12479	3991	4364	5263	122	52	71	179	7072	4905	4312	2578	602	218	5567	4492	6	907	980	2211	319	86	12229	199	1367	956	1524	2357	806	740	1185	4925	4283	1675	2089	1613
TRUE	Aurantimonadaceae	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	1	2	9	6	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	51	139	86	56	243	159	65	59	13	6	22	43	104	57	72	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Azonexaceae	0	0	0	0	0	0	0	0	1	0	0	0	2	0	6	0	4	3	0	2	0	3	0	0	0	7	0	0	1	0	0	0	0	0	0	1	0	0	0	6	16	11	9	33	12	5	12	9	5	10	9	16	9	15	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Azospirillaceae	1	0	1	0	0	0	4	0	2	3	2	0	0	0	1	0	1	0	0	1	2	4	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	1	80	173	100	67	220	83	219	85	16	10	17	31	134	126	84	115	0	0	0	0	0	0	12	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bacillaceae	59	17	51	39	60	10	42	21	15	14	16	24	699	33	897	5	975	323	1	1004	289	319	251	92	74	504	4	478	284	285	313	441	381	349	280	161	214	175	272	2656	4377	3083	2383	3853	2641	2089	2036	1092	868	1051	1082	2730	2290	2013	1776	21	4	43	21	0	89	31	31	1	10	59	4	0	1	2	3	0	0	0	0	0	2	0	0
TRUE	Bacteroidaceae	1523	1269	1577	1189	1107	1538	2334	989	3077	1628	3445	3002	4477	239	5850	12	3473	8691	6	4635	42358	63832	41164	5288	1203	15341	35	3176	3297	2461	2402	1912	5679	3781	2118	6259	4837	5380	5665	114571	338552	145966	100868	88591	244742	103651	64093	630355	594163	788788	554559	590030	204747	254205	114804	1118	465	4926	3758	11	8598	3920	2428	3961	614	41959	727	193	408	218	587	67	455	530	1070	10151	2226	3086	2061
TRUE	Balneatrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	1	4	2	1	1	0	0	0	0	5	3	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Balneolaceae	0	0	0	1	2	0	0	0	0	0	1	0	1	0	15	1	22	4	0	8	16	18	17	7	7	17	0	0	0	0	0	0	0	0	0	0	0	0	1	10	27	16	7	14	16	14	13	20	14	8	12	23	10	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Barnesiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	17	3	1	0	7	12	0	1	16	7	4	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	237	617	304	201	168	440	180	136	1272	1262	1576	1144	1191	383	500	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bartonellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	2	3	7	6	2	2	11	6	12	11	7	3	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Beijerinckiaceae	1	1	2	1	4	1	1	1	1	0	1	1	10	1	0	0	6	6	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	20	10	5	13	10	4	9	5	2	10	10	9	9	5	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bernardetiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	1	2	6	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	8	11	25	12	10	14	5	0	3	1	7	5	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Beutenbergiaceae	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	20	49	30	22	53	24	25	17	1	1	0	2	37	12	20	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bifidobacteriaceae	367	166	359	256	849	275	623	477	391	535	810	676	358	23	416	10	664	321	0	2963	1043	1158	535	33	19	1499	58	903	563	598	514	1944	1191	1205	1353	779	1659	1613	1331	19150	35914	26221	14626	97294	33267	30988	39662	225	165	183	294	38698	50191	39991	20920	1	0	2	2	1	4	2	1	0	0	12	1	267	118	364	405	476	531	696	2197	546	619	761	380
TRUE	Blastochloridaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	16	15	5	17	7	14	12	0	0	0	0	15	13	9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Blastocystidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	4	7	3	5	2	0	1	3	69	83	146	94	2	4	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bogoriellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	27	24	9	30	12	18	24	1	3	0	0	18	19	9	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Borreliaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	56	108	59	46	58	37	38	35	36	37	35	30	15	26	22	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Boseaceae	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55	112	92	52	193	53	70	71	3	2	7	15	93	68	48	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Brachyspiraceae	1	0	0	0	0	0	0	0	0	0	0	1	9	0	2	0	4	6	0	1	4	3	2	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	104	224	187	118	168	123	93	73	211	157	193	161	105	106	87	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Brevibacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	32	1	20	0	30	16	0	54	28	7	6	5	3	13	0	1	2	0	1	1	0	3	0	0	1	0	1	69	119	86	53	156	69	58	66	6	2	5	13	92	73	62	50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
TRUE	Breznakiellaceae	0	0	0	0	1	0	0	0	0	0	0	0	3	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	6	5	7	3	5	3	6	2	4	0	6	8	7	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Brucellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	12	30	16	14	36	21	11	13	13	15	12	6	43	31	21	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Bruguierivoracaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	2	9	2	2	4	2	5	3	4	7	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Budviciaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	8	4	2	4	2	3	2	4	5	0	5	6	5	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Burkholderiaceae	313	267	285	235	278	199	362	131	600	290	541	444	53	2	85	3	67	96	0	166	908	456	69	157	52	25	0	35	78	21	37	15	46	37	13	280	164	180	164	630	1630	915	628	1985	1332	684	798	546	445	590	719	1258	822	855	620	3	1	16	6	0	11	6	2	8	4	87	2	0	0	0	0	0	0	0	0	3	0	0	1
TRUE	Butyricicoccaceae	41	25	30	26	48	43	71	29	41	26	47	48	1850	121	353	2	1007	959	2	528	43	114	33	66	24	107	1	12	11	13	15	23	43	31	13	39	24	20	22	151	354	200	146	411	293	202	183	39	24	38	60	445	295	273	200	100	48	310	177	1	541	324	159	84	28	1630	33	4	2	3	6	3	11	10	12	38	16	18	6
TRUE	Calderihabitantaceae	0	0	0	1	1	0	0	0	0	0	0	0	16	0	4	0	7	10	0	2	1	3	2	1	1	5	0	2	0	0	0	0	0	1	0	1	0	0	0	4	2	2	0	4	1	3	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caldicellulosiruptoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	38	74	60	44	64	45	35	32	32	22	37	16	33	40	38	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caldicoprobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	4	6	0	5	1	1	0	1	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	21	31	16	13	22	19	15	8	1	0	1	5	10	9	15	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caldilineaceae	4	5	4	3	5	4	13	4	0	0	0	2	3	0	2	0	6	3	0	4	1	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	2	3	4	1	4	3	1	0	0	0	2	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caldisphaeraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	8	12	10	6	11	8	8	8	8	8	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Calditerrivibrionaceae	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Calditrichaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	1	3	3	2	0	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Calotrichaceae	0	0	0	2	1	0	0	0	0	0	0	0	20	2	12	0	26	17	0	32	5	11	5	3	2	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	18	7	9	14	12	0	8	11	4	14	12	10	3	4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Caminicellaceae	177	126	150	184	179	143	223	166	44	71	56	119	258	15	108	2	205	210	0	95	13	13	0	20	24	9	0	4	1	0	2	2	2	2	3	0	0	2	2	117	199	126	123	153	87	84	75	82	68	72	49	52	74	63	55	6	1	6	10	0	14	3	6	1	1	4	1	0	0	0	1	0	0	1	1	0	0	0	1
TRUE	Campylobacteraceae	13	9	13	10	10	14	10	3	32	12	16	44	26	2	49	0	27	34	0	9	183	188	230	23	9	75	0	26	55	20	18	6	39	16	5	77	31	61	140	1248	4941	1468	1163	739	1484	568	260	5171	3395	4154	3327	2881	930	1178	1802	63	60	118	116	0	437	131	36	249	41	3665	157	0	14	6	8	1	0	2	3	67	11	16	34
TRUE	Candidatus Altarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Brocadiaceae	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	2	1	2	0	2	3	1	1	0	2	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Cloacimonadaceae	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	2	1	0	0	17	15	16	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	1	6	1	1	1	2	0	0	3	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Competibacteraceae	0	1	0	0	0	0	0	0	1	0	0	1	0	0	4	0	1	2	0	2	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	46	18	16	46	21	16	23	6	1	3	8	31	27	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Hadarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	30	16	5	35	5	8	13	1	0	0	1	15	11	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Korobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	6	5	8	0	3	1	2	2	0	0	4	2	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Magnetomoraceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	19	9	15	14	7	5	8	4	2	1	7	7	9	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Methanofastidiosaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	2	0	3	0	2	4	3	4	3	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Methanoperedenaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	19	11	10	15	10	16	5	1	0	1	1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Methylomirabilaceae	0	0	0	0	0	0	0	0	1	0	0	0	6	2	0	0	3	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	0	4	1	1	0	0	0	0	0	4	4	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Moduliflexaceae	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	5	6	10	7	5	4	0	2	0	2	30	16	11	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Nanopelagicaceae	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	3	0	5	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	3	2	0	5	4	3	8	2	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Odinarchaeaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	5	1	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Ozemobacteraceae	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	2	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	4	5	2	14	4	7	4	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Pelagibacteraceae	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	31	10	16	18	17	12	8	14	16	9	18	15	6	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Promineifilaceae	0	0	0	0	0	0	1	0	0	0	0	0	72	6	13	0	36	40	0	13	45	51	43	0	0	21	0	0	0	0	0	1	0	0	0	1	0	0	0	4	6	1	5	7	6	4	3	0	1	2	6	10	10	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TRUE	Candidatus Saccharicenantaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6	7	8	5	16	5	6	7	0	0	1	0	11	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
