Species	sample	l2Fold_Diff	is.significant	db	workflow
Bacillus subtilis	Zymo_6300_VS_I_V1_V2	0.698918995619873	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_I_V1_V2	-0.538379122707625	FALSE	NCBI_genome_collection	minitax
Escherichia coli	Zymo_6300_VS_I_V1_V2	0.731642223353846	FALSE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_I_V1_V2	-0.298173739648645	FALSE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_I_V1_V2	-0.738631671518419	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_I_V1_V2	0.569279432252541	FALSE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_I_V1_V2	-0.272449192017239	FALSE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_I_V1_V2	-0.402364969677	FALSE	NCBI_genome_collection	minitax
Bacillus subtilis	Zymo_6300_VS_I_V1_V9	1.90530104955733	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_I_V1_V9	-1.03932380545695	FALSE	NCBI_genome_collection	minitax
Escherichia coli	Zymo_6300_VS_I_V1_V9	-0.349315261669751	FALSE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_I_V1_V9	0.323551122402597	FALSE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_I_V1_V9	-1.27192140730742	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_I_V1_V9	1.43481920955548	FALSE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_I_V1_V9	-0.696383300468317	FALSE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_I_V1_V9	-0.256352113137224	FALSE	NCBI_genome_collection	minitax
Bacillus subtilis	Zymo_6300_VS_MN_V1_V2	-0.00954399337537098	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_MN_V1_V2	0.268658194895595	FALSE	NCBI_genome_collection	minitax
Escherichia coli	Zymo_6300_VS_MN_V1_V2	-1.32883448449123	FALSE	NCBI_genome_collection	minitax
Limosilactobacillus fermentum	Zymo_6300_VS_MN_V1_V2	1.50575940150369	FALSE	NCBI_genome_collection	minitax
Listeria monocytogenes	Zymo_6300_VS_MN_V1_V2	0.996158525426652	FALSE	NCBI_genome_collection	minitax
Pseudomonas aeruginosa	Zymo_6300_VS_MN_V1_V2	-1.37236098479541	FALSE	NCBI_genome_collection	minitax
Salmonella enterica	Zymo_6300_VS_MN_V1_V2	-2.24833036804512	TRUE	NCBI_genome_collection	minitax
Staphylococcus aureus	Zymo_6300_VS_MN_V1_V2	0.817866489300343	FALSE	NCBI_genome_collection	minitax
Bacillus subtilis	Zymo_6300_VS_MN_V1_V9	1.31089783116625	FALSE	NCBI_genome_collection	minitax
Enterococcus faecalis	Zymo_6300_VS_MN_V1_V9	0.125506231214838	FALSE	NCBI_genome_collection	minitax
