Row.names	sample	DNA_isolation_method	sample_name	GS_name	sample_nr	db	Vregion	platform	workflow	method	project	bamfile	mapq.filt	sequencing_date	group	GS_version	Detection_threshold_ratio	Detection_threshold	statistic	value	Detection_threshold_percent	level
I_V1_V2_illumina_EMU_EMUdb_1_D6300	I_V1_V2_illumina_EMU_EMUdb_1_D6300	I	I1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	1e-04	9.4782	True_positives	8	0.01%	Species
I_V1_V2_illumina_EMU_EMUdb_1_D6300	I_V1_V2_illumina_EMU_EMUdb_1_D6300	I	I1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	0.001	94.782	True_positives	8	0.1%	Species
I_V1_V2_illumina_EMU_EMUdb_1_D6300	I_V1_V2_illumina_EMU_EMUdb_1_D6300	I	I1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	0.01	947.82	True_positives	7	1%	Species
I_V1_V2_illumina_EMU_EMUdb_2_D6300	I_V1_V2_illumina_EMU_EMUdb_2_D6300	I	I2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	1e-04	9.9771	True_positives	8	0.01%	Species
I_V1_V2_illumina_EMU_EMUdb_2_D6300	I_V1_V2_illumina_EMU_EMUdb_2_D6300	I	I2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	0.001	99.771	True_positives	8	0.1%	Species
I_V1_V2_illumina_EMU_EMUdb_2_D6300	I_V1_V2_illumina_EMU_EMUdb_2_D6300	I	I2	Zymo_D3600	2	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	0.01	997.71	True_positives	8	1%	Species
I_V1_V2_illumina_EMU_EMUdb_3_D6300	I_V1_V2_illumina_EMU_EMUdb_3_D6300	I	I3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	1e-04	7.5692	True_positives	8	0.01%	Species
I_V1_V2_illumina_EMU_EMUdb_3_D6300	I_V1_V2_illumina_EMU_EMUdb_3_D6300	I	I3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	0.001	75.692	True_positives	8	0.1%	Species
I_V1_V2_illumina_EMU_EMUdb_3_D6300	I_V1_V2_illumina_EMU_EMUdb_3_D6300	I	I3	Zymo_D3600	3	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	5	D6300	0.01	756.92	True_positives	8	1%	Species
MN_V1_V2_illumina_EMU_EMUdb_1_D6300	MN_V1_V2_illumina_EMU_EMUdb_1_D6300	MN	MN1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	6	D6300	1e-04	11.7551	True_positives	8	0.01%	Species
MN_V1_V2_illumina_EMU_EMUdb_1_D6300	MN_V1_V2_illumina_EMU_EMUdb_1_D6300	MN	MN1	Zymo_D3600	1	EMUdb	V1_V2	Illumina	EMU	NA	NA	NA	NA	NA	6	D6300	0.001	117.551	True_positives	8	0.1%	Species
